Date,others_dlr_ibex,USD$KRW_spot,USD$KRW_spot_Lag1,corporate_bond_yield,volatility_dch_sp500,volume_nvi_sp500,daily_fed_funds_Lag1,Open_ibex,High_ibex,momentum_kama_ibex,prime_rate_Lag1,others_cr_ibex,others_dr_ibex,pct_change_shifted_ibex,corporate_bond_yield_Lag1,trend_visual_ichimoku_a_ibex,trend_ichimoku_conv_ibex,volume_vpt_sp500,Brent_crude_oil_price_europe,NASDAQ
2003-02-20,-0.5752145780797258,0.5651899812306105,0.5806137368276336,0.4900191952945212,-1.116817632201684,-0.6519545515003885,-0.13277855624756768,-1.874820816159816,-1.875259601741542,-1.9141861239758646,-0.18666744415159775,-1.912992403541853,-0.5812218317406559,-0.5812218317406552,0.5192987394804732,-1.690547299355448,-1.9254809352106,-1.1866670976676672,-1.473530451322627,-1.0074946333695027
2003-02-21,0.6388843680199888,0.5895748938556992,0.565603123045528,0.511990729588933,-1.119436932313448,-0.6519545515003885,-0.12701396330846304,-1.918638647660313,-1.9170884170063476,-1.9129139429322926,-0.18666744415159775,-1.884982943831749,0.6362942776461874,0.6362942776461874,0.49000104370740344,-1.6775438287077724,-1.9194193959205714,-1.1714759861535458,-1.473530451322627,-1.0029845915277606
2003-02-24,-1.1002214271996091,0.5248610872737299,0.5899953704414502,0.48269535052971746,-1.1361970578330056,-0.6573294811587487,-0.15007233506488157,-1.8752365603342105,-1.9014349795857801,-1.913669635640407,-0.18666744415159775,-1.9323234904272135,-1.101382619697673,-1.101382619697673,0.511974315537206,-1.688982144872782,-1.9194193959205714,-1.190038401716193,-1.449198402610525,-1.0097382460900997
2003-02-25,-1.8308374947732493,0.5708172687594765,0.525262098506115,0.46804766100011,-1.1361970578330056,-0.6573294811587487,-0.12701396330846304,-1.9548674982910739,-1.9787172056438664,-1.9157509655568377,-0.18666744415159775,-2.009700361890496,-1.8189732557527585,-1.818973255752758,0.48267661976413617,-1.688982144872782,-1.9194193959205714,-1.1812684762381382,-1.44058860075855,-1.008065043383214
2003-02-26,-0.26989473362707816,0.5145443934708083,0.5712321032138171,0.4460761267056983,-1.1361970578330056,-0.6611016979519685,-0.10972018449114913,-1.9721761822457469,-1.9930746375887394,-1.916978929117467,-0.18666744415159775,-2.0207171910614425,-0.2769717758623965,-0.27697177586239585,0.4680277718776016,-1.690351663901312,-1.9235475589681914,-1.1961075181202128,-1.4473267065557476,-1.0144789870929427
2003-02-27,1.2983207423138432,0.5145443934708083,0.5149423015309177,0.4314284371760902,-1.1391134101020846,-0.6577710481418044,-0.10972018449114913,-2.006014051720694,-1.9897054764795998,-1.9176305301717282,-0.18666744415159775,-1.9657893482784596,1.3062391321526756,1.306239132152675,0.44605450004779906,-1.6916950497645384,-1.9235475589681914,-1.183667570492721,-1.423743336265556,-1.0093427618139266
2003-02-28,1.3471601233318826,0.5867612500912662,0.5149423015309177,0.4094569028816791,-1.1398694729445054,-0.6577710481418044,-0.09242640567383524,-1.9746191517782394,-1.9397909262293471,-1.91760187305099,-0.18666744415159775,-1.9077438174392916,1.3561012150781575,1.3561012150781588,0.43140565216126386,-1.6916950497645384,-1.9235475589681914,-1.1784525648872355,-1.4271123891641548,-1.0059000204867283
2003-03-03,-0.152916347030843,0.5014140559034516,0.5871808803573056,0.37283767905765985,-1.1398694729445054,-0.6599312913486864,-0.08089721979562597,-1.8956639134646263,-1.8810130490980388,-1.917641890586396,-0.18666744415159775,-1.9140834801790794,-0.16006106207221996,-0.16006106207222023,0.409432380331462,-1.6916950497645384,-1.9336065161301688,-1.1859387004668849,-1.44957274182148,-1.0102680936139468
2003-03-04,-1.5307153485018155,0.6177113315000333,0.5018080144715735,0.3655138342928555,-1.1425788171631381,-0.6599312913486864,-0.08089721979562597,-1.9334002765518516,-1.9637892938551589,-1.9229430168487274,-0.18666744415159775,-1.9792486666842748,-1.5250824502331684,-1.5250824502331681,0.3728102606151249,-1.7183932437363723,-1.9400075310975518,-1.2017930110705526,-1.4132618383588045,-1.0134421084457967
2003-03-05,0.21448313953005074,0.6383447191058788,0.6181402712829,0.35818998952805176,-1.1425788171631381,-0.6599312913486864,-0.1558369280039862,-2.0006601384293554,-1.9953551607159095,-1.9249089150417824,-0.18666744415159775,-1.969894841299462,0.20836315230940558,0.20836315230940627,0.36548583667185697,-1.7447652930943895,-1.942907662104127,-1.191323237713261,-1.4301071028517982,-1.0117613002720616
2003-03-06,-0.7808809357121096,0.8146663950103719,0.6387798652332969,0.37283767905765985,-1.1504638021504656,-0.6625877392877769,-0.14430774212577693,-1.9679658705338978,-1.9863882910868549,-1.9283436734282302,-0.18666744415159775,-2.0025812137019736,-0.7854416898041945,-0.7854416898041942,0.35816141272858965,-1.783423634629485,-1.942907662104127,-1.2012916915931113,-1.4125131599368934,-1.0146792643866456
2003-03-07,-1.2601863751303197,0.8240452075584832,0.8151545771730481,0.3655138342928555,-1.1504638021504656,-0.6625877392877769,-0.1385431491866723,-2.0138108867798192,-2.0366657643918167,-1.9411674993600783,-0.18666744415159775,-2.054754722322844,-1.2591187734658458,-1.2591187734658453,0.3728102606151249,-1.7923578305771708,-1.952809813692754,-1.1920054043262842,-1.40951844624925,-1.0140708270386871
2003-03-10,-1.8837574873291518,1.049136708713156,0.8245362107868647,0.3288946104688363,-1.1504638021504656,-0.6698662863525553,-0.1558369280039862,-2.0392803346807984,-2.065951145986431,-1.9631251993753045,-0.18666744415159775,-2.131196312743145,-1.8706675869214022,-1.8706675869214027,0.36548583667185697,-1.7923578305771708,-1.9899102929793018,-1.2186380219398865,-1.3919245033343455,-1.020895465958288
2003-03-11,0.47053519476921085,0.88782113288564,1.0496954175184625,0.35818998952805176,-1.1504638021504656,-0.6698662863525553,-0.1385431491866723,-2.120418489348183,-2.1189239288795325,-1.9709238040430617,-0.18666744415159775,-2.111969005007697,0.4662430549791253,0.466243054979126,0.32886371695551986,-1.807839363495714,-1.9990286047289785,-1.228443271316628,-1.4248663538984223,-1.0226447233336686
2003-03-12,-2.012193340019263,1.0678943338093787,0.8883313193608169,0.37283767905765985,-1.1504638021504656,-0.6698662863525553,-0.15007233506488157,-2.1011863430443434,-2.127372331757162,-1.9902470768453313,-0.18666744415159775,-2.1919959240056732,-1.9959709239230652,-1.995970923923065,0.35816141272858965,-1.807839363495714,-2.021706764855668,-1.2226920847402496,-1.4211229617888683,-1.020674907419653
2003-03-13,2.820815367569397,1.030379083616933,1.0684586847460955,0.46072381623530567,-1.1504638021504656,-0.6698662863525553,-0.1385431491866723,-2.163768305970337,-2.1101640177012344,-1.9939062322895158,-0.18666744415159775,-2.078554909862032,2.8766291613387276,2.8766291613387285,0.3728102606151249,-1.8085436566753703,-2.021706764855668,-1.1712740517688536,-1.427861067586066,-1.005076094911368
2003-03-14,2.9081892983455653,1.0350684898909888,1.0309321502908293,0.43875228194089455,-1.1504638021504656,-0.6694142150071821,-0.09242640567383524,-2.0536262180726874,-1.988565306827091,-1.9934867612989702,-0.18666744415159775,-1.9568514007095563,2.9677630088109996,2.9677630088109996,0.46070334793433365,-1.827220653088156,-2.063431654153023,-1.1691878622184095,-1.5214458703249207,-1.0051876417584935
2003-03-17,1.9143306542640353,1.1129126340403128,1.0356229670977375,0.49734304005932556,-1.1415347120679336,-0.6694142150071821,-0.09819099861293987,-2.0416713711258336,-1.8861965036501704,-1.9923112042928641,-0.18666744415159775,-1.8739143519552215,1.9376316537093308,1.9376316537093314,0.4387300761045318,-1.8484931896208758,-2.024319580501028,-1.1196957640701968,-1.5637462011628835,-0.9920200434864257
2003-03-18,0.29112996994379575,1.1598066967808696,1.1134905260924146,0.5412861086481485,-1.137799227624716,-0.6682477982060685,-0.09242640567383524,-1.8652568080914733,-1.832238921458453,-1.9880897802381814,-0.18666744415159775,-1.8608709113653161,0.2854610036125751,0.28546100361257576,0.4973254676506714,-1.8647833821631226,-1.9971212683486914,-1.114275904353569,-1.6311272591348593,-0.989920934635969
2003-03-19,0.9534503316008888,1.1898188969348262,1.1603986941614977,0.5779053324721677,-1.1305533415362317,-0.6658353115204183,-0.1558369280039862,-1.8420746457766652,-1.8055451958750521,-1.9809600328697874,-0.18666744415159775,-1.8184150895008353,0.9551078849978771,0.9551078849978771,0.5412720113102758,-1.8647833821631226,-1.9836658047894367,-1.1036998632972332,-1.6367423472991907,-0.9908031687905088
2003-03-20,-0.8184184979331792,1.0678943338093787,1.190419921725711,0.5925530220017757,-1.1264038409921218,-0.6653094844620102,-0.1558369280039862,-1.8430101908007934,-1.8397027281385292,-1.9758961840933869,-0.18666744415159775,-1.854375199292529,-0.8226523451523884,-0.8226523451523884,0.5778941310266129,-1.8647833821631226,-1.9836658047894367,-1.1014678664694364,-1.6517159157374075,-0.9893581300891074
2003-03-21,1.8104922773781336,1.1523036467423808,1.0684586847460955,0.6364960905905986,-1.1117319806014156,-0.6653094844620102,-0.1385431491866723,-1.8291318005038018,-1.8054932666400938,-1.9558489311083098,-0.18666744415159775,-1.7733607290684874,1.8308214716496374,1.8308214716496374,0.5925429789131481,-1.8647833821631226,-1.9836396289030298,-1.0659087364934199,-1.7419316655776638,-0.984523588328454
2003-03-24,-2.9783180277528696,1.125105090352857,1.1528933872704448,0.5559337981777566,-1.1117319806014156,-0.6751414387318224,-0.1558369280039862,-1.8247655504563933,-1.851623971617813,-1.9529338171133088,-0.18666744415159775,-1.9048336876829322,-2.931403275821891,-2.9314032758218915,0.6364895225727525,-1.8662441209011853,-1.9836396289030298,-1.1033352146299353,-1.706369440536899,-0.9977216084679199
2003-03-25,1.404504598809411,1.1241672090980468,1.125686649790376,0.5486099534129522,-1.1117319806014156,-0.6751414387318224,-0.1385431491866723,-1.92711096595876,-1.8633902198826269,-1.9449579624480364,-0.18666744415159775,-1.843098795377424,1.4146896669639788,1.4146896669639795,0.555920859196811,-1.8565013864090807,-1.967467066588073,-1.0900127702026103,-1.6786683389261978,-0.9923394730941039
2003-03-26,0.2167748170921194,1.0622670462805126,1.124748486428995,0.5193145743537367,-1.1117319806014156,-0.6766157417572681,-0.13277855624756768,-1.821335116414723,-1.8209911624617054,-1.9299384000958941,-0.18666744415159775,-1.8332253130267884,0.21066712521904277,0.21066712521904218,0.5485964352535431,-1.8459890272015602,-1.9156832290177408,-1.0959499394798646,-1.7273324363504023,-0.9932419884935757
2003-03-27,-1.431873652695215,1.0866519589056014,1.0628297045778066,0.4900191952945212,-1.1117319806014156,-0.6770558779157712,-0.1212493703693584,-1.8757042780725688,-1.8868699902094639,-1.928353596015093,-0.18666744415159775,-1.895791707225364,-1.4280245630826456,-1.4280245630826454,0.5192987394804732,-1.8459890272015602,-1.9125219091860648,-1.0976149502311048,-1.6782939997152424,-0.9940532382908536
2003-03-28,0.07494520270717385,1.2085765220310491,1.0872219519737287,0.46072381623530567,-1.1117319806014156,-0.6786009852086375,-0.10395559155204451,-1.883553303724029,-1.905840947999421,-1.9277676407494198,-0.18666744415159775,-1.892258141353269,0.06821461439768796,0.06821461439768799,0.49000104370740344,-1.85054087578079,-1.870143735396348,-1.1034416120354025,-1.664443448909892,-0.9977672412690167
2003-03-31,-1.9273314896672178,1.1335460216461581,1.2091831889533442,0.4314284371760902,-1.1117319806014156,-0.6786009852086375,-0.1212493703693584,-1.9508650319954026,-1.9803756547990747,-1.9294840834016325,-0.18666744415159775,-1.974727549586114,-1.9132038803761924,-1.9132038803761924,0.46070334793433365,-1.852705912194149,-1.884121659316787,-1.1252404188921046,-1.6498442196826304,-1.0049746886867081
2003-04-01,1.0011287751863849,1.2273341471272718,1.1341301200428116,0.41678074764648276,-1.1117319806014156,-0.6753734999778774,-0.05207425510010293,-1.960585033348588,-1.9572583143708406,-1.9296440188763355,-0.18666744415159775,-1.9317518170170584,1.0035517855707696,1.0035517855707703,0.43140565216126386,-1.8616401081418348,-1.884121659316787,-1.1106580897863791,-1.65396195100314,-1.0031671227321481
2003-04-02,2.622211207619969,1.1654339843097377,1.2279464561809774,0.47537150576491377,-1.1117319806014156,-0.6753734999778774,-0.10395559155204451,-1.8929613488568144,-1.8427607494206732,-1.9291743179915122,-0.18666744415159775,-1.816752085714701,2.6698894086770983,2.669889408677098,0.4167568042747293,-1.8616401081418348,-1.884121659316787,-1.0765467753099494,-1.7157279208107845,-0.990891899237086
2003-04-03,0.7305327543678454,1.1710612718386035,1.1660276743297888,0.4460761267056983,-1.1117319806014156,-0.6767324150196253,-0.16160152094309083,-1.8061055253581395,-1.7828424209891933,-1.9267077258598113,-0.18666744415159775,-1.783753868384946,0.7290364955498396,0.7290364955498384,0.4753521958208689,-1.8791824147288247,-1.8727040837786793,-1.0821061631559281,-1.6985083171068351,-0.990927391415717
2003-04-04,0.9808931926939762,1.1898188969348262,1.171656654498078,0.46804766100011,-1.1117319806014156,-0.6759995302131326,-0.13277855624756768,-1.7894203953132046,-1.7523650305067782,-1.9248930721550723,-0.18666744415159775,-1.7390113528798417,0.9829874119955848,0.9829874119955841,0.44605450004779906,-1.8791824147288247,-1.8573413943056023,-1.0793138192480134,-1.7408086479447975,-0.994240839806474
2003-04-07,1.4601817240186166,1.1879431344252036,1.190419921725711,0.5046668848241292,-1.103639987563642,-0.6759995302131326,-0.14430774212577693,-1.6615537065033765,-1.6455383512253021,-1.897345024793163,-0.18666744415159775,-1.6714039308785298,1.4716192531556693,1.47161925315567,0.4680277718776016,-1.8798867079084813,-1.8034934409452843,-1.0778054205279999,-1.7539105203282377,-0.9927197464365779
2003-04-08,-0.6440388800287975,1.1476142404683252,1.1885435950029473,0.453399971470502,-1.103639987563642,-0.6764997322485883,-0.12701396330846304,-1.7078664535205665,-1.691513814417872,-1.886450146418561,-0.18666744415159775,-1.7009726152248563,-0.6496270146294412,-0.6496270146294408,0.5046498915939387,-1.9035851227614593,-1.8034934409452843,-1.0796971406272076,-1.768509749555499,-0.9943853436766142
2003-04-09,0.7907773444031584,1.07727314635749,1.1482025704635366,0.4314284371760902,-1.103639987563642,-0.6764997322485883,-0.14430774212577693,-1.7230441830428767,-1.6586002081220712,-1.8716297408716467,-0.18666744415159775,-1.6639729377627634,0.7900644319031812,0.7900644319031812,0.4533789239910664,-1.9130540505027704,-1.8034934409452843,-1.09458218064199,-1.7598999477035242,-1.0010274513918276
2003-04-10,-0.6853158981604904,0.9272121455877083,1.0778403183599121,0.453399971470502,-1.103639987563642,-0.6747705662912842,-0.13277855624756768,-1.7138959818893755,-1.6936389876733002,-1.8549947972809673,-0.18666744415159775,-1.6955162170837155,-0.6906213186290636,-0.6906213186290631,0.43140565216126386,-1.9145017921603686,-1.8034934409452843,-1.0878188120417194,-1.758028251648747,-0.9987787683599978
2003-04-11,0.38038074610967537,0.9234606205684628,0.9277341805388469,0.48269535052971746,-1.103639987563642,-0.6757851794847016,-0.11548477743025377,-1.6816173879726046,-1.6743572184779045,-1.8371181556895406,-0.18666744415159775,-1.6775880517628252,0.3753404323725038,0.3753404323725038,0.4533789239910664,-1.9145017921603686,-1.7865892811710686,-1.0913484819580768,-1.7868523708923145,-1.0004925335567474
2003-04-14,0.5094057019448277,0.8803180828471514,0.9239815270933195,0.511990729588933,-1.103639987563642,-0.6705482159156035,-0.13277855624756768,-1.6878027316749027,-1.677207976377853,-1.7923569837229094,-0.18666744415159775,-1.653527782001972,0.5054712635765511,0.5054712635765506,0.48267661976413617,-1.9234229358345025,-1.7512131934175188,-1.0732309408546863,-1.7744991769307856,-0.9938757773976991
2003-04-15,0.7905893682790465,0.8334240201065946,0.8808260124697641,0.453399971470502,-1.103639987563642,-0.6705482159156035,-0.0866618127347306,-1.6314585188105284,-1.6336689834793456,-1.7497428186571726,-0.18666744415159775,-1.6160089550515622,0.7898739321602257,0.7898739321602257,0.511974315537206,-1.960463958642242,-1.711265012015529,-1.0656688579510578,-1.773750498508875,-0.9923394730941039
2003-04-16,-0.6424779148486931,0.8052875824622605,0.8339178444006812,0.4241045924112865,-1.103639987563642,-0.6705482159156035,-0.07513262685652133,-1.595593266452359,-1.6133503591488603,-1.737241678410067,-0.18666744415159775,-1.6459927559975402,-0.6480762796709532,-0.6480762796709532,0.4533789239910664,-1.9695676575696657,-1.6959282344298363,-1.0816288677436967,-1.7692584279774097,-0.9913989303603847
2003-04-17,0.7789652971367017,0.7114994569811469,0.8057729435592315,0.4241045924112865,-1.103639987563642,-0.66629408777821,-0.1212493703693584,-1.6706500983457686,-1.6412365556854323,-1.721309242035618,-0.18666744415159775,-1.6089415695686204,0.7780947714525455,0.7780947714525448,0.42408122821799654,-1.9922094741349534,-1.6585404610204213,-1.0633689184873225,-1.7505414674296387,-0.9835957213728174
2003-04-22,0.028724778487678702,0.8240452075584832,0.7119566074210657,0.40213305811687533,-1.0974742461884868,-0.6667826752590251,-0.10972018449114913,-1.625013251425018,-1.6326323265870466,-1.7103319236166685,-0.18666744415159775,-1.6072785657824857,0.021851773915242862,0.021851773915242893,0.42408122821799654,-1.9922094741349534,-1.6585404610204213,-1.0358972179436132,-1.7370652558352435,-0.977039808948565
2003-04-23,0.1008941510823365,0.8240452075584832,0.8245362107868647,0.3874853685872673,-1.0902733546842158,-0.6667826752590251,-0.1212493703693584,-1.572723026276494,-1.5936542626534764,-1.7048567934540368,-0.18666744415159775,-1.6021860290129224,0.09425656273871764,0.09425656273871769,0.4021079563881947,-2.013038485051183,-1.648612281163129,-1.0243996635846995,-1.7804886043060721,-0.9732877786361543
2003-04-24,-0.6707945102504277,0.8381134263806502,0.8245362107868647,0.3215707657040326,-1.0902733546842158,-0.6690752775643167,-0.13277855624756768,-1.6099395722338325,-1.606456997381332,-1.701514477037727,-0.18666744415159775,-1.6336252754452087,-0.6762020694012969,-0.6762020694012975,0.3874591085016595,-1.993513788334841,-1.6366983265133364,-1.0355824897774493,-1.7992055648538432,-0.9755516726016831
2003-04-25,-0.3868834176473847,1.0069320522466547,0.8386086612075895,0.29227538664481706,-1.0902733546842158,-0.6728872047747699,-0.13277855624756768,-1.6338493532869005,-1.645175656576616,-1.7010948631908174,-0.18666744415159775,-1.6515011705830136,-0.3937030094478164,-0.3937030094478164,0.3215392930122526,-1.9773279163609672,-1.6339288108920524,-1.050778409308757,-1.7905957630018687,-0.9813039406955072
2003-04-28,1.2613892581163724,0.856871051476873,1.0074780662562879,0.2995992314096208,-1.0902733546842158,-0.6680452611532625,-0.10972018449114913,-1.6665438458017134,-1.618067358052948,-1.691496276895587,-0.18666744415159775,-1.5915850776578857,1.2685567452773931,1.2685567452773931,0.29224159723918275,-1.9638940162558605,-1.6339288108920524,-1.032125589265701,-1.8231632743549904,-0.9742815596378199
2003-04-29,-0.559916938617108,0.8240452075584832,0.8573719284352226,0.3069230761744245,-1.0862228532130633,-0.6680452611532625,-0.10395559155204451,-1.5755298201795684,-1.5897668499248439,-1.6888251089841229,-0.18666744415159775,-1.6178795171375224,-0.5660084681081411,-0.5660084681081411,0.29956602118245007,-1.9638940162558605,-1.6151697365000068,-1.0280153561704322,-1.8302757193631431,-0.9719847086492766
2003-04-30,-0.753722974839186,0.7912193636400935,0.8245362107868647,0.2629800075856016,-1.0862228532130633,-0.6680452611532625,-0.11548477743025377,-1.6094715817417877,-1.629366778168176,-1.6886932278535933,-0.18666744415159775,-1.6530601414804822,-0.7585081471153894,-0.7585081471153894,0.30689044512571734,-1.9638678823184006,-1.6151697365000068,-1.0294882879284681,-1.8164251685577928,-0.9737567824252057
2003-05-02,-0.3745880053895843,0.7677723322698151,0.7917004931385067,0.2629800075856016,-1.0805341423320762,-0.6682321087007376,-0.09242640567383524,-1.6637368955866316,-1.693794358593822,-1.6882145399938415,-0.18666744415159775,-1.6702608377969712,-0.3814435705816884,-0.38144357058168776,0.26294390146611296,-1.9638678823184006,-1.641949889424956,-1.0110604056050039,-1.811558758815372,-0.9639786872123898
2003-05-05,0.3819144022659875,0.8052875824622605,0.7682464091039651,0.24100847329118977,-1.0775457657651906,-0.6692801896078231,-0.13277855624756768,-1.6473637125355594,-1.6473005828463179,-1.6880192891011871,-0.18666744415159775,-1.652124860437502,0.37688586477167835,0.37688586477167835,0.26294390146611296,-1.9557945600717914,-1.641949889424956,-1.0155702967287024,-1.816799507768748,-0.9636846091608765
2003-05-06,0.8473006965026149,0.6552265816924787,0.8057729435592315,0.16777002564315135,-1.072388144805558,-0.6692801896078231,-0.11548477743025377,-1.6560961776047565,-1.6405625858373263,-1.6876547544036387,-0.18666744415159775,-1.6119034620305592,0.8473691818950482,0.8473691818950482,0.24097062963631044,-1.9299441351527467,-1.641949889424956,-1.0041025783623434,-1.8048206530181747,-0.9586979580632335
